purchase_number,total_orders,avg_order_amount,avg_days_gap_between_purchases
6511,1,2.5,0.0
6512,1,4.15,0.0
6513,1,1.65,0.0
6514,1,8.25,0.0
6515,1,2.55,0.0
6516,1,16.95,0.0
6517,1,0.84,0.0
6518,1,1.25,0.0
6519,1,3.75,0.0
6520,1,4.25,0.0
6521,1,0.42,0.0
6522,1,2.95,0.0
6523,1,5.95,0.0
6524,1,6.75,0.0
6525,1,3.75,0.0
6526,1,0.83,0.0
6527,1,2.1,0.0
6528,1,3.75,0.0
6529,1,1.25,0.0
6530,1,8.5,0.0
6531,1,0.55,0.0
6532,1,0.55,0.0
6533,1,0.55,0.0
6534,1,2.94,0.0
6535,1,3.75,0.0
6536,1,2.1,0.0
6537,1,1.25,0.0
6538,1,2.5,0.0
6539,1,5.0,0.0
6540,1,1.25,0.0
6541,1,15.0,0.0
6542,1,18.75,0.0
6543,1,3.75,0.0
6544,1,7.5,0.0
6545,1,7.5,2.0
6546,1,12.48,0.0
6547,1,9.9,0.0
6548,1,1.7,0.0
6549,1,1.45,0.0
6550,1,1.25,0.0
6551,1,1.65,0.0
6552,1,4.95,0.0
6553,1,3.75,0.0
6554,1,1.25,0.0
6555,1,1.95,0.0
6556,1,0.85,0.0
6557,1,2.95,0.0
6558,1,2.55,0.0
6559,1,5.95,0.0
6560,1,1.26,0.0
6561,1,0.84,0.0
6562,1,1.68,0.0
6563,1,2.52,0.0
6564,1,5.78,0.0
6565,1,0.39,0.0
6566,1,1.65,0.0
6567,1,1.1,0.0
6568,1,0.55,0.0
6569,1,0.55,0.0
6570,1,1.1,0.0
6571,1,0.85,0.0
6572,1,2.1,0.0
6573,1,0.85,0.0
6574,1,0.85,0.0
6575,1,0.85,0.0
6576,1,0.84,0.0
6577,1,6.75,0.0
6578,1,4.16,0.0
6579,1,2.25,0.0
6580,1,1.65,0.0
6581,1,0.42,0.0
6582,1,1.26,0.0
6583,1,4.95,0.0
6584,1,1.1,0.0
6585,1,3.75,0.0
6586,1,3.25,0.0
6587,1,9.9,0.0
6588,1,0.85,0.0
6589,1,2.5,0.0
6590,1,19.8,0.0
6591,1,4.25,0.0
6592,1,0.42,0.0
6593,1,1.25,0.0
6594,1,5.1,0.0
6595,1,13.5,0.0
6596,1,11.8,0.0
6597,1,3.9,0.0
6598,1,2.55,0.0
6599,1,1.68,0.0
6600,1,3.8,0.0
6601,1,1.9,0.0
6602,1,1.45,0.0
6603,1,1.45,0.0
6604,1,1.45,0.0
6605,1,2.1,0.0
6606,1,2.5,0.0
6607,1,1.25,0.0
6608,1,25.5,0.0
6609,1,1.25,0.0
6610,1,1.25,0.0
6611,1,2.1,0.0
6612,1,3.75,0.0
6613,1,2.55,0.0
6614,1,5.0,0.0
6615,1,3.75,0.0
6616,1,3.75,0.0
6617,1,3.75,0.0
6618,1,1.45,0.0
6619,1,1.25,0.0
6620,1,4.68,0.0
6621,1,2.55,0.0
6622,1,0.85,0.0
6623,1,2.1,0.0
6624,1,4.2,0.0
6625,1,0.83,0.0
6626,1,0.83,0.0
6627,1,5.0,0.0
6628,1,1.25,0.0
6629,1,6.25,0.0
6630,1,2.5,0.0
6631,1,9.95,0.0
6632,1,7.5,0.0
6633,1,8.95,0.0
6634,1,24.75,0.0
6635,1,15.0,0.0
6636,1,15.0,0.0
6637,1,5.9,0.0
6638,1,1.25,0.0
6639,1,1.69,0.0
6640,1,7.5,0.0
6641,1,5.81,0.0
6642,1,118.8,0.0
6643,1,2.9,0.0
6644,1,8.25,0.0
6645,1,8.25,0.0
6646,1,9.9,0.0
6647,1,9.9,0.0
6648,1,8.85,0.0
6649,1,17.85,0.0
6650,1,14.85,0.0
6651,1,4.95,0.0
6652,1,12.75,0.0
6653,1,11.25,0.0
6654,1,9.9,0.0
6655,1,8.75,0.0
6656,1,10.0,0.0
6657,1,9.95,0.0
6658,1,0.84,0.0
6659,1,0.84,0.0
6660,1,0.84,0.0
6661,1,0.84,0.0
6662,1,0.84,0.0
6663,1,7.5,0.0
6664,1,11.55,0.0
6665,1,2.9,0.0
6666,1,2.9,0.0
6667,1,5.8,0.0
6668,1,7.5,0.0
6669,1,21.25,0.0
6670,1,11.9,0.0
6671,1,1.65,0.0
6672,1,4.68,0.0
6673,1,2.5,0.0
6674,1,2.1,0.0
6675,1,2.1,0.0
6676,1,6.25,0.0
6677,1,11.8,0.0
6678,1,11.8,0.0
6679,1,1.69,0.0
6680,1,2.95,0.0
6681,1,1.65,0.0
6682,1,14.85,0.0
6683,1,24.75,0.0
6684,1,12.48,0.0
6685,1,6.24,0.0
6686,1,12.48,0.0
6687,1,3.75,0.0
6688,1,12.5,0.0
6689,1,14.85,0.0
6690,1,4.2,0.0
6691,1,0.85,1.0
6692,1,2.55,0.0
6693,1,2.95,0.0
6694,1,1.25,0.0
6695,1,1.45,0.0
6696,1,2.5,0.0
6697,1,2.5,0.0
6698,1,2.9,0.0
6699,1,3.75,0.0
6700,1,2.52,0.0
6701,1,5.1,0.0
6702,1,3.4,0.0
6703,1,3.4,0.0
6704,1,8.25,0.0
6705,1,16.5,0.0
6706,1,2.1,0.0
6707,1,2.55,0.0
6708,1,2.55,0.0
6709,1,1.25,0.0
6710,1,2.9,0.0
6711,1,3.75,0.0
6712,1,16.95,0.0
6713,1,7.95,0.0
6714,1,5.9,0.0
6715,1,9.9,0.0
6716,1,17.7,0.0
6717,1,4.15,0.0
6718,1,4.15,0.0
6719,1,4.15,0.0
6720,1,4.2,0.0
6721,1,3.75,0.0
6722,1,6.25,0.0
6723,1,5.1,0.0
6724,1,4.95,0.0
6725,1,2.1,0.0
6726,1,1.65,0.0
6727,1,2.1,0.0
6728,1,1.25,0.0
6729,1,2.1,0.0
6730,1,6.75,0.0
6731,1,4.95,0.0
6732,1,1.95,0.0
6733,1,0.39,0.0
6734,1,3.3,0.0
6735,1,2.1,0.0
6736,1,1.25,0.0
6737,1,1.65,0.0
6738,1,2.08,0.0
6739,1,2.08,0.0
6740,1,3.36,0.0
6741,1,1.65,0.0
6742,1,0.84,0.0
6743,1,1.25,0.0
6744,1,0.83,0.0
6745,1,2.08,0.0
6746,1,2.5,0.0
6747,1,2.5,0.0
6748,1,0.55,0.0
6749,1,0.84,0.0
6750,1,1.65,0.0
6751,1,0.85,0.0
6752,1,3.75,0.0
6753,1,2.95,0.0
6754,1,1.25,0.0
6755,1,1.25,0.0
6756,1,1.25,0.0
6757,1,1.25,0.0
6758,1,1.25,0.0
6759,1,2.08,0.0
6760,1,1.25,0.0
6761,1,3.3,0.0
6762,1,4.95,0.0
6763,1,6.25,0.0
6764,1,8.25,0.0
6765,1,3.75,0.0
6766,1,12.75,0.0
6767,1,8.5,0.0
6768,1,2.5,0.0
6769,1,3.95,0.0
6770,1,3.9,0.0
6771,1,2.95,0.0
6772,1,1.25,0.0
6773,1,2.49,0.0
6774,1,2.49,0.0
6775,1,2.5,0.0
6776,1,1.25,0.0
6777,1,2.1,0.0
6778,1,8.85,2.0
6779,1,0.42,0.0
6780,1,7.95,0.0
6781,1,3.3,0.0
6782,1,1.65,0.0
6783,1,7.95,0.0
6784,1,2.1,0.0
6785,1,3.9,0.0
6786,1,15.0,0.0
6787,1,15.0,0.0
6788,1,15.0,0.0
6789,1,15.0,0.0
6790,1,6.3,0.0
6791,1,3.36,0.0
6792,1,3.36,0.0
6793,1,3.36,0.0
6794,1,12.16,0.0
6795,1,9.48,0.0
6796,1,8.25,0.0
6797,1,15.0,0.0
6798,1,0.83,0.0
6799,1,2.5,0.0
6800,1,2.1,0.0
6801,1,1.25,0.0
6802,1,5.0,0.0
6803,1,5.0,0.0
6804,1,0.84,0.0
6805,1,0.42,0.0
6806,1,7.5,0.0
6807,1,1.25,0.0
6808,1,0.83,0.0
6809,1,0.42,0.0
6810,1,0.84,0.0
6811,1,24.75,0.0
6812,1,5.85,0.0
6813,1,9.95,0.0
6814,1,0.85,0.0
6815,1,0.85,0.0
6816,1,1.7,0.0
6817,1,3.38,0.0
6818,1,8.5,0.0
6819,1,8.75,0.0
6820,1,4.95,0.0
6821,1,4.56,0.0
6822,1,0.39,0.0
6823,1,2.95,0.0
6824,1,15.3,0.0
6825,1,0.55,0.0
6826,1,2.1,0.0
6827,1,2.1,0.0
6828,1,2.1,0.0
6829,1,1.25,0.0
6830,1,1.7,0.0
6831,1,3.3,0.0
6832,1,2.32,0.0
6833,1,2.1,0.0
6834,1,1.69,0.0
6835,1,5.1,0.0
6836,1,1.68,0.0
6837,1,0.85,0.0
6838,1,6.25,0.0
6839,1,3.75,0.0
6840,1,3.95,0.0
6841,1,3.3,0.0
6842,1,0.85,0.0
6843,1,4.95,0.0
6844,1,3.9,0.0
6845,1,3.25,0.0
6846,1,4.25,0.0
6847,1,5.95,0.0
6848,1,1.65,0.0
6849,1,1.65,0.0
6850,1,4.25,0.0
6851,1,4.25,0.0
6852,1,2.5,0.0
6853,1,1.65,0.0
6854,1,1.65,0.0
6855,1,1.65,0.0
6856,1,1.7,0.0
6857,1,5.95,0.0
6858,1,1.65,0.0
6859,1,4.25,0.0
6860,1,9.9,0.0
6861,1,9.9,0.0
6862,1,1.3,0.0
6863,1,1.3,0.0
6864,1,2.52,0.0
6865,1,1.26,0.0
6866,1,5.0,0.0
6867,1,11.9,0.0
6868,1,5.1,0.0
6869,1,2.5,0.0
6870,1,14.85,0.0
6871,1,12.75,2.0
6872,1,5.75,0.0
6873,1,7.5,0.0
6874,1,15.0,0.0
6875,1,6.25,0.0
6876,1,3.75,0.0
6877,1,3.75,0.0
6878,1,2.5,0.0
6879,1,2.5,0.0
6880,1,2.9,0.0
6881,1,0.84,0.0
6882,1,2.9,0.0
6883,1,0.42,0.0
6884,1,0.42,0.0
6885,1,0.85,0.0
6886,1,3.61,0.0
6887,1,2.5,0.0
6888,1,0.85,0.0
6889,1,1.65,0.0
6890,1,0.42,0.0
6891,1,7.65,0.0
6892,1,4.2,0.0
6893,1,4.95,0.0
6894,1,2.1,0.0
6895,1,11.05,0.0
6896,1,0.39,0.0
6897,1,41.25,0.0
6898,1,45.0,0.0
6899,1,33.75,0.0
6900,1,45.0,0.0
6901,1,3.75,0.0
6902,1,3.75,0.0
6903,1,3.75,0.0
6904,1,3.75,0.0
6905,1,3.75,0.0
6906,1,3.75,0.0
6907,1,3.75,0.0
6908,1,3.75,0.0
6909,1,3.75,0.0
6910,1,3.75,0.0
6911,1,3.75,0.0
6912,1,3.75,0.0
6913,1,3.75,0.0
6914,1,3.75,0.0
6915,1,3.75,0.0
6916,1,3.75,0.0
6917,1,3.75,0.0
6918,1,3.75,0.0
6919,1,4.95,0.0
6920,1,8.25,0.0
6921,1,8.25,0.0
6922,1,12.48,0.0
6923,1,8.32,0.0
6924,1,2.55,0.0
6925,1,5.0,0.0
6926,1,1.45,0.0
6927,1,2.1,0.0
6928,1,1.25,0.0
6929,1,2.9,0.0
6930,1,1.25,0.0
6931,1,0.83,0.0
6932,1,6.25,0.0
6933,1,5.0,0.0
6934,1,1.65,0.0
6935,1,0.83,0.0
6936,1,4.68,0.0
6937,1,5.95,0.0
6938,1,4.95,0.0
6939,1,0.55,0.0
6940,1,0.55,0.0
6941,1,0.55,0.0
6942,1,2.55,0.0
6943,1,1.25,0.0
6944,1,1.69,0.0
6945,1,1.25,0.0
6946,1,9.95,0.0
6947,1,9.95,0.0
6948,1,2.95,0.0
6949,1,2.95,0.0
6950,1,12.75,0.0
6951,1,0.55,0.0
6952,1,0.55,0.0
6953,1,4.16,0.0
6954,1,1.65,0.0
6955,1,1.68,0.0
6956,1,1.25,0.0
6957,1,1.25,0.0
6958,1,1.1,0.0
6959,1,2.5,0.0
6960,1,1.65,0.0
6961,1,1.25,0.0
6962,1,15.0,0.0
6963,1,15.0,0.0
6964,1,15.0,0.0
6965,1,15.0,0.0
6966,1,9.9,0.0
6967,1,118.8,0.0
6968,1,10.2,0.0
6969,1,17.85,0.0
6970,1,9.9,0.0
6971,1,11.8,0.0
6972,1,2.1,0.0
6973,1,2.95,0.0
6974,1,19.8,0.0
6975,1,4.95,0.0
6976,1,4.2,0.0
6977,1,2.95,0.0
6978,1,4.95,0.0
6979,1,1.25,0.0
6980,1,1.45,0.0
6981,1,7.5,0.0
6982,1,1.65,0.0
6983,1,0.85,0.0
6984,1,2.95,0.0
6985,1,2.95,0.0
6986,1,2.95,0.0
6987,1,3.75,0.0
6988,1,2.1,0.0
6989,1,19.9,0.0
6990,1,12.75,0.0
6991,1,2.95,0.0
6992,1,2.95,0.0
6993,1,3.95,0.0
6994,1,1.3,0.0
6995,1,8.4,0.0
6996,1,2.1,0.0
6997,1,2.1,0.0
6998,1,8.25,0.0
6999,1,3.75,0.0
7000,1,2.25,0.0
7001,1,2.55,0.0
7002,1,3.9,0.0
7003,1,5.8,0.0
7004,1,2.5,0.0
7005,1,2.1,0.0
7006,1,15.9,0.0
7007,1,2.08,1.0
7008,1,2.08,0.0
7009,1,3.1,0.0
7010,1,1.65,0.0
7011,1,1.7,0.0
7012,1,2.5,0.0
7013,1,1.25,0.0
7014,1,2.5,0.0
7015,1,25.0,0.0
7016,1,3.3,0.0
7017,1,4.16,0.0
7018,1,1.45,0.0
7019,1,1.7,0.0
7020,1,3.3,0.0
7021,1,1.7,0.0
7022,1,0.85,0.0
7023,1,1.7,0.0
7024,1,2.95,0.0
7025,1,3.75,0.0
7026,1,3.75,0.0
7027,1,16.95,0.0
7028,1,11.5,0.0
7029,1,1.3,0.0
7030,1,1.3,0.0
7031,1,1.3,0.0
7032,1,1.3,0.0
7033,1,5.1,0.0
7034,1,2.55,0.0
7035,1,10.5,0.0
7036,1,1.65,0.0
7037,1,1.65,0.0
7038,1,2.95,0.0
7039,1,4.95,0.0
7040,1,4.95,0.0
7041,1,2.5,0.0
7042,1,1.45,0.0
7043,1,1.25,0.0
7044,1,1.25,0.0
7045,1,1.25,0.0
7046,1,2.1,0.0
7047,1,3.75,0.0
7048,1,2.55,0.0
7049,1,5.95,0.0
7050,1,0.84,0.0
7051,1,4.95,0.0
7052,1,1.25,0.0
7053,1,0.83,0.0
7054,1,0.42,0.0
7055,1,0.42,0.0
7056,1,0.85,0.0
7057,1,1.25,0.0
7058,1,2.1,0.0
7059,1,0.42,0.0
7060,1,0.83,0.0
7061,1,0.55,0.0
7062,1,0.55,0.0
7063,1,0.55,0.0
7064,1,0.42,0.0
7065,1,0.42,0.0
7066,1,0.85,0.0
7067,1,1.25,0.0
7068,1,0.39,0.0
7069,1,1.25,0.0
7070,1,0.78,0.0
7071,1,0.55,0.0
7072,1,0.42,0.0
7073,1,4.2,0.0
7074,1,1.65,0.0
7075,1,4.95,0.0
7076,1,0.84,0.0
7077,1,3.75,0.0
7078,1,24.32,0.0
7079,1,6.75,0.0
7080,1,4.95,0.0
7081,1,1.65,0.0
7082,1,3.3,0.0
7083,1,0.95,0.0
7084,1,4.95,0.0
7085,1,51.25,0.0
7086,1,4.95,0.0
7087,1,4.95,0.0
7088,1,7.25,0.0
7089,1,7.25,0.0
7090,1,0.42,0.0
7091,1,2.08,0.0
7092,1,2.08,0.0
7093,1,4.16,0.0
7094,1,1.95,0.0
7095,1,1.65,0.0
7096,1,1.65,0.0
7097,1,3.75,0.0
7098,1,2.55,0.0
7099,1,118.8,0.0
7100,1,0.42,0.0
7101,1,0.65,0.0
7102,1,1.7,0.0
7103,1,0.38,0.0
7104,1,4.65,2.0
7105,1,3.3,0.0
7106,1,0.84,0.0
7107,1,0.85,0.0
7108,1,0.85,0.0
7109,1,0.42,0.0
7110,1,1.69,0.0
7111,1,0.83,0.0
7112,1,2.95,0.0
7113,1,3.75,0.0
7114,1,2.08,0.0
7115,1,1.25,0.0
7116,1,1.65,0.0
7117,1,4.16,0.0
7118,1,3.75,0.0
7119,1,0.55,0.0
7120,1,3.3,0.0
7121,1,2.1,0.0
7122,1,2.1,0.0
7123,1,4.2,0.0
7124,1,7.95,0.0
7125,1,2.95,0.0
7126,1,2.25,0.0
7127,1,4.95,0.0
7128,1,8.5,0.0
7129,1,4.95,0.0
7130,1,2.95,0.0
7131,1,3.75,0.0
7132,1,0.85,0.0
7133,1,2.08,0.0
7134,1,8.25,0.0
7135,1,9.9,0.0
7136,1,2.95,0.0
7137,1,1.7,0.0
7138,1,1.65,0.0
7139,1,1.65,0.0
7140,1,9.95,0.0
7141,1,0.55,0.0
7142,1,1.65,0.0
7143,1,0.55,0.0
7144,1,3.0,0.0
7145,1,0.85,0.0
7146,1,9.95,0.0
7147,1,8.7,0.0
7148,1,0.85,0.0
7149,1,4.95,0.0
7150,1,2.1,0.0
7151,1,10.2,0.0
7152,1,3.29,0.0
7153,1,2.55,0.0
7154,1,30.0,0.0
7155,1,4.95,0.0
7156,1,0.39,0.0
7157,1,6.95,0.0
7158,1,1.95,0.0
7159,1,15.3,0.0
7160,1,4.95,0.0
7161,1,2.95,0.0
7162,1,0.42,0.0
7163,1,0.85,0.0
7164,1,4.15,0.0
7165,1,4.15,0.0
7166,1,1.25,0.0
7167,1,1.25,0.0
7168,1,2.5,0.0
7169,1,1.25,0.0
7170,1,1.65,0.0
7171,1,1.25,0.0
7172,1,5.0,0.0
7173,1,5.0,0.0
7174,1,1.45,0.0
7175,1,1.45,0.0
7176,1,1.45,0.0
7177,1,0.39,0.0
7178,1,0.39,0.0
7179,1,0.39,0.0
7180,1,4.2,0.0
7181,1,15.0,0.0
7182,1,15.0,0.0
7183,1,15.0,0.0
7184,1,2.5,0.0
7185,1,7.5,0.0
7186,1,2.5,0.0
7187,1,2.5,0.0
7188,1,2.5,0.0
7189,1,0.42,0.0
7190,1,0.42,0.0
7191,1,1.65,0.0
7192,1,0.85,0.0
7193,1,0.42,0.0
7194,1,2.1,0.0
7195,1,1.65,0.0
7196,1,5.95,0.0
7197,1,2.95,0.0
7198,1,1.1,0.0
7199,1,3.85,0.0
7200,1,1.1,0.0
7201,1,2.1,0.0
7202,1,1.25,0.0
7203,1,1.25,0.0
7204,1,3.3,0.0
7205,1,5.78,0.0
7206,1,5.95,0.0
7207,1,0.78,0.0
7208,1,0.78,0.0
7209,1,8.4,0.0
7210,1,8.5,0.0
7211,1,2.9,2.0
7212,1,1.25,0.0
7213,1,3.4,0.0
7214,1,0.42,0.0
7215,1,0.85,0.0
7216,1,0.55,0.0
7217,1,0.85,0.0
7218,1,1.65,0.0
7219,1,0.85,0.0
7220,1,2.89,0.0
7221,1,3.32,0.0
7222,1,1.66,0.0
7223,1,1.66,0.0
7224,1,3.75,0.0
7225,1,10.0,0.0
7226,1,2.5,0.0
7227,1,1.65,0.0
7228,1,7.5,0.0
7229,1,2.5,0.0
7230,1,2.55,0.0
7231,1,2.55,0.0
7232,1,2.1,0.0
7233,1,2.95,0.0
7234,1,2.1,0.0
7235,1,1.65,0.0
7236,1,8.25,0.0
7237,1,4.95,0.0
7238,1,7.95,0.0
7239,1,2.08,0.0
7240,1,15.0,0.0
7241,1,15.0,0.0
7242,1,4.25,0.0
7243,1,14.85,0.0
7244,1,2.1,0.0
7245,1,16.95,0.0
7246,1,15.0,0.0
7247,1,16.5,0.0
7248,1,2.9,0.0
7249,1,2.9,0.0
7250,1,2.9,0.0
7251,1,9.95,0.0
7252,1,4.95,0.0
7253,1,0.65,0.0
7254,1,0.65,0.0
7255,1,0.65,0.0
7256,1,0.65,0.0
7257,1,0.65,0.0
7258,1,1.3,0.0
7259,1,2.08,0.0
7260,1,1.65,0.0
7261,1,6.25,0.0
7262,1,2.25,0.0
7263,1,2.25,0.0
7264,1,7.5,0.0
7265,1,7.65,0.0
7266,1,4.65,0.0
7267,1,3.29,0.0
7268,1,2.55,0.0
7269,1,2.55,0.0
7270,1,5.0,0.0
7271,1,9.95,0.0
7272,1,0.39,0.0
7273,1,8.25,0.0
7274,1,2.55,0.0
7275,1,2.55,0.0
7276,1,1.95,0.0
7277,1,8.5,0.0
7278,1,4.95,0.0
7279,1,4.95,0.0
7280,1,3.75,0.0
7281,1,1.25,0.0
7282,1,3.3,0.0
7283,1,1.45,0.0
7284,1,1.25,0.0
7285,1,0.83,0.0
7286,1,0.39,0.0
7287,1,0.39,0.0
7288,1,0.42,0.0
7289,1,0.84,0.0
7290,1,0.42,0.0
7291,1,5.1,0.0
7292,1,1.65,0.0
7293,1,0.84,0.0
7294,1,0.65,0.0
7295,1,3.3,0.0
7296,1,0.84,0.0
7297,1,4.25,0.0
7298,1,1.45,0.0
7299,1,1.65,0.0
7300,1,4.95,0.0
7301,1,8.25,0.0
7302,1,4.2,0.0
7303,1,4.2,0.0
7304,1,0.42,0.0
7305,1,13.2,0.0
7306,1,2.5,0.0
7307,1,2.2,0.0
7308,1,2.2,0.0
7309,1,2.2,0.0
7310,1,3.75,0.0
7311,1,2.1,0.0
7312,1,12.5,0.0
7313,1,6.25,0.0
7314,1,4.95,0.0
7315,1,1.25,0.0
7316,1,118.8,0.0
7317,1,4.2,0.0
7318,1,2.89,0.0
7319,1,1.65,0.0
7320,1,5.95,0.0
7321,1,2.5,0.0
7322,1,1.25,0.0
7323,1,1.25,0.0
7324,1,2.95,0.0
7325,1,7.5,0.0
7326,1,8.4,0.0
7327,1,11.25,0.0
7328,1,1.65,0.0
7329,1,12.5,0.0
7330,1,2.95,0.0
7331,1,2.95,0.0
7332,1,6.75,0.0
7333,1,4.95,0.0
7334,1,2.1,0.0
7335,1,2.52,0.0
7336,1,8.25,0.0
7337,1,9.95,0.0
7338,1,4.95,0.0
7339,1,5.95,0.0
7340,1,4.95,0.0
7341,1,8.25,0.0
7342,1,1.25,0.0
7343,1,1.25,0.0
7344,1,8.75,0.0
7345,1,3.75,0.0
7346,1,5.0,0.0
7347,1,3.95,0.0
7348,1,2.55,0.0
7349,1,1.7,0.0
7350,1,4.95,0.0
7351,1,14.75,0.0
7352,1,3.38,0.0
7353,1,3.3,0.0
7354,1,3.3,0.0
7355,1,3.3,0.0
7356,1,1.65,0.0
7357,1,1.65,0.0
7358,1,1.7,0.0
7359,1,1.7,0.0
7360,1,3.3,0.0
7361,1,1.7,0.0
7362,1,3.3,0.0
7363,1,3.3,0.0
7364,1,1.7,0.0
7365,1,3.3,0.0
7366,1,4.35,0.0
7367,1,14.7,0.0
7368,1,8.5,0.0
7369,1,0.42,2.0
7370,1,0.42,0.0
7371,1,3.75,0.0
7372,1,1.95,0.0
7373,1,3.36,0.0
7374,1,2.95,0.0
7375,1,4.95,0.0
7376,1,8.25,0.0
7377,1,3.3,0.0
7378,1,2.08,0.0
7379,1,2.1,0.0
7380,1,2.08,0.0
7381,1,1.65,0.0
7382,1,5.95,0.0
7383,1,9.9,0.0
7384,1,3.75,0.0
7385,1,2.08,0.0
7386,1,1.25,0.0
7387,1,6.24,0.0
7388,1,2.08,0.0
7389,1,1.95,0.0
7390,1,2.95,0.0
7391,1,2.95,0.0
7392,1,5.95,0.0
7393,1,1.95,0.0
7394,1,3.4,0.0
7395,1,1.65,0.0
7396,1,12.75,0.0
7397,1,0.55,0.0
7398,1,2.95,0.0
7399,1,3.75,0.0
7400,1,2.95,0.0
7401,1,4.95,0.0
7402,1,4.95,0.0
7403,1,24.75,0.0
7404,1,5.1,0.0
7405,1,1.7,0.0
7406,1,2.5,0.0
7407,1,2.5,0.0
7408,1,3.75,0.0
7409,1,6.6,0.0
7410,1,1.7,0.0
7411,1,9.13,0.0
7412,1,3.32,0.0
7413,1,3.3,0.0
7414,1,1.25,0.0
7415,1,0.42,0.0
7416,1,0.39,0.0
7417,1,0.39,0.0
7418,1,5.81,0.0
7419,1,5.0,0.0
7420,1,5.0,0.0
7421,1,3.75,0.0
7422,1,2.5,0.0
7423,1,1.65,0.0
7424,1,2.94,0.0
7425,1,1.1,0.0
7426,1,1.65,0.0
7427,1,6.5,0.0
7428,1,2.1,0.0
7429,1,2.1,0.0
7430,1,1.65,0.0
7431,1,5.1,0.0
7432,1,4.2,0.0
7433,1,25.0,0.0
7434,1,2.95,0.0
7435,1,2.95,0.0
7436,1,2.1,0.0
7437,1,2.1,0.0
7438,1,7.95,0.0
7439,1,12.5,0.0
7440,1,7.95,0.0
7441,1,13.05,0.0
7442,1,8.85,0.0
7443,1,12.5,0.0
7444,1,1.25,0.0
7445,1,2.5,0.0
7446,1,2.5,0.0
7447,1,9.95,0.0
7448,1,1.95,0.0
7449,1,2.95,0.0
7450,1,2.55,0.0
7451,1,1.25,0.0
7452,1,0.42,0.0
7453,1,1.68,0.0
7454,1,0.42,0.0
7455,1,13.2,0.0
7456,1,4.95,0.0
7457,1,2.5,0.0
7458,1,2.55,0.0
7459,1,0.55,0.0
7460,1,1.69,0.0
7461,1,3.38,0.0
7462,1,2.55,0.0
7463,1,4.95,0.0
7464,1,3.4,0.0
7465,1,3.95,0.0
7466,1,2.55,0.0
7467,1,2.95,0.0
7468,1,2.95,0.0
7469,1,2.1,0.0
7470,1,15.0,0.0
7471,1,15.0,0.0
7472,1,15.0,0.0
7473,1,15.0,0.0
7474,1,1.95,0.0
7475,1,1.95,0.0
7476,1,1.65,0.0
7477,1,9.9,0.0
7478,1,7.95,0.0
7479,1,1.25,0.0
7480,1,2.95,0.0
7481,1,1.95,0.0
7482,1,2.95,0.0
7483,1,1.95,0.0
7484,1,14.95,0.0
7485,1,5.1,0.0
7486,1,17.7,0.0
7487,1,20.65,0.0
7488,1,11.8,0.0
7489,1,8.25,0.0
7490,1,8.25,0.0
7491,1,16.8,0.0
7492,1,12.5,0.0
7493,1,3.38,0.0
7494,1,2.9,0.0
7495,1,1.25,0.0
7496,1,5.85,0.0
7497,1,4.25,0.0
7498,1,4.95,0.0
7499,1,8.25,0.0
7500,1,2.95,0.0
7501,1,2.95,0.0
7502,1,4.95,0.0
7503,1,2.08,0.0
7504,1,7.65,0.0
7505,1,0.42,0.0
7506,1,8.7,0.0
7507,1,4.95,0.0
7508,1,1.66,0.0
7509,1,2.55,0.0
7510,1,2.55,0.0
7511,1,1.95,0.0
7512,1,7.5,0.0
7513,1,5.1,0.0
7514,1,2.55,0.0
7515,1,1.68,0.0
7516,1,2.1,0.0
7517,1,0.55,0.0
7518,1,1.65,0.0
7519,1,1.65,0.0
7520,1,2.1,0.0
7521,1,2.1,0.0
7522,1,16.0,0.0
7523,1,17.85,4.0
7524,1,1.65,0.0
7525,1,6.6,0.0
7526,1,2.5,0.0
7527,1,4.56,0.0
7528,1,45.0,0.0
7529,1,45.0,0.0
7530,1,45.0,0.0
7531,1,60.0,0.0
7532,1,17.0,0.0
7533,1,6.3,0.0
7534,1,9.9,0.0
7535,1,0.42,0.0
7536,1,0.79,0.0
7537,1,2.95,0.0
7538,1,8.25,0.0
7539,1,4.16,0.0
7540,1,4.16,0.0
7541,1,2.08,0.0
7542,1,5.95,0.0
7543,1,5.95,0.0
7544,1,4.95,0.0
7545,1,4.95,0.0
7546,1,2.89,0.0
7547,1,2.1,0.0
7548,1,8.85,0.0
7549,1,11.8,0.0
7550,1,1.7,0.0
7551,1,0.55,0.0
7552,1,6.25,0.0
7553,1,1.25,0.0
7554,1,33.75,0.0
7555,1,2.1,0.0
7556,1,2.1,0.0
7557,1,2.1,0.0
7558,1,0.39,0.0
7559,1,0.42,0.0
7560,1,1.25,0.0
7561,1,1.65,0.0
7562,1,1.25,0.0
7563,1,2.5,0.0
7564,1,3.9,0.0
7565,1,0.79,0.0
7566,1,4.95,0.0
7567,1,12.5,0.0
7568,1,2.9,0.0
7569,1,1.25,0.0
7570,1,1.25,0.0
7571,1,2.49,0.0
7572,1,15.0,0.0
7573,1,17.5,0.0
7574,1,17.5,0.0
7575,1,4.35,0.0
7576,1,4.16,0.0
7577,1,8.3,0.0
7578,1,3.32,0.0
7579,1,4.15,0.0
7580,1,3.32,0.0
7581,1,1.68,0.0
7582,1,1.68,0.0
7583,1,1.45,0.0
7584,1,2.9,0.0
